City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,kingaroy,-26.53,151.83,82.4,26,0,10.29,AU,1602816914
385,gazli,40.13,63.45,54.27,40,0,6.91,UZ,1602816914
386,laguna,38.42,-121.42,78.01,33,1,4.05,US,1602816846
387,amahai,-3.33,128.92,87.01,82,13,1.01,ID,1602816915
388,cabra,37.47,-4.44,50.0,67,0,3.0,ES,1602816915
389,harrisburg,40.27,-76.88,66.2,72,90,3.36,US,1602816651
390,severo-kurilsk,50.68,156.12,43.52,62,64,26.44,RU,1602816915
391,kommunar,59.62,30.39,37.4,94,75,8.95,RU,1602816916
392,chernyshevskiy,63.01,112.47,21.45,86,0,12.68,RU,1602816916
393,belfast,54.58,-5.93,46.4,81,82,6.93,GB,1602816718
394,henties bay,-22.12,14.28,57.99,94,63,2.28,NA,1602816916
395,tucson,32.22,-110.93,84.99,14,1,6.93,US,1602816916
396,sladkovo,55.53,70.34,43.45,78,97,12.68,RU,1602816917
397,port hedland,-20.32,118.57,102.2,10,0,5.82,AU,1602816917
398,yei,4.09,30.68,67.23,92,95,0.74,SS,1602816917
399,puerto madero,14.72,-92.42,77.0,100,40,5.7,MX,1602816917
400,peace river,56.25,-117.29,33.8,59,75,14.99,CA,1602816918
401,srandakan,-7.94,110.25,82.89,70,76,10.07,ID,1602816918
402,leh,34.17,77.58,41.77,53,0,3.15,IN,1602816918
403,sterling,39.01,-77.43,68.0,82,1,10.29,US,1602816918
404,mount isa,-20.73,139.5,91.4,22,0,10.29,AU,1602816919
405,tomatlan,19.93,-105.25,79.03,90,24,1.32,MX,1602816919
406,olinda,-8.01,-34.86,78.8,74,40,8.05,BR,1602816919
407,namibe,-15.2,12.15,69.19,77,68,7.52,AO,1602816848
408,almeirim,-1.52,-52.58,78.13,77,0,6.38,BR,1602816846
409,goba,7.02,39.98,46.67,75,0,4.85,ET,1602816919
410,pingliang,35.54,106.69,49.48,42,0,4.88,CN,1602816920
411,kargasok,59.06,80.86,31.95,93,62,8.75,RU,1602816920
412,huarmey,-10.07,-78.15,63.18,83,73,6.26,PE,1602816920
413,the valley,18.22,-63.06,82.4,78,40,12.75,AI,1602816921
414,bilibino,68.05,166.44,30.13,94,100,3.31,RU,1602816921
415,sinnamary,5.38,-52.95,79.47,82,48,12.68,GF,1602816921
416,sao miguel do tapuio,-5.5,-41.32,81.16,38,0,9.31,BR,1602816921
417,salinopolis,-0.61,-47.36,79.99,79,9,11.95,BR,1602816921
418,seymchan,62.88,152.43,30.83,96,100,4.94,RU,1602816922
419,anito,12.45,125.29,82.65,81,100,3.0,PH,1602816922
420,najran,17.49,44.13,59.0,26,0,2.01,SA,1602816922
421,cayenne,4.93,-52.33,77.0,88,95,3.36,GF,1602816922
422,pueblo nuevo,23.38,-105.38,62.17,48,7,8.28,MX,1602816922
423,stange,60.72,11.19,33.01,89,24,2.98,NO,1602816923
424,canberra,-35.28,149.13,73.0,60,75,13.87,AU,1602816666
425,guanica,17.97,-66.91,77.0,92,0,5.03,PR,1602816923
426,cidreira,-30.18,-50.21,64.9,82,91,8.5,BR,1602816923
427,punta alta,-38.88,-62.07,61.38,64,0,9.91,AR,1602816923
428,altay,47.87,88.12,42.82,54,99,3.15,CN,1602816924
429,pochutla,15.74,-96.47,78.01,84,100,3.18,MX,1602816924
430,mecca,21.43,39.83,77.85,18,0,4.61,SA,1602816805
431,uusikaupunki,60.8,21.41,35.6,93,78,2.24,FI,1602816924
432,sioux lookout,50.1,-91.92,32.0,89,75,11.41,CA,1602816924
433,los llanos de aridane,28.66,-17.92,73.4,69,90,6.93,ES,1602816925
434,prieska,-29.66,22.75,63.66,27,0,5.39,ZA,1602816925
435,pangai,-19.8,-174.35,80.6,74,75,12.75,TO,1602816925
436,hobyo,5.35,48.53,79.27,81,30,13.67,SO,1602816925
437,nishihara,26.18,127.76,84.2,51,75,11.41,JP,1602816925
438,effingham,32.37,-81.33,73.4,88,75,4.7,US,1602816910
439,la paz,-16.5,-68.15,42.8,75,75,8.05,BO,1602816683
440,hede,33.77,120.25,61.34,71,100,2.62,CN,1602816926
441,zabaykalsk,49.63,117.32,42.49,58,19,14.27,RU,1602816926
442,duma,34.77,108.14,55.4,93,44,4.47,CN,1602816926
443,wagga wagga,-35.12,147.37,77.0,53,40,5.82,AU,1602816927
444,petropavlovsk-kamchatskiy,53.05,158.65,46.4,49,75,2.24,RU,1602816927
445,agadez,19.75,10.25,78.96,17,0,4.74,NE,1602816927
446,ilhabela,-23.78,-45.36,67.46,81,67,3.33,BR,1602816927
447,haines junction,60.75,-137.51,32.16,94,81,1.97,CA,1602816927
448,kawambwa,-9.79,29.08,64.96,76,0,6.4,ZM,1602816928
449,rentina,40.66,23.61,63.0,85,9,1.99,GR,1602816928
450,karasburg,-28.02,18.75,66.49,25,0,6.91,NA,1602816928
451,dicabisagan,17.08,122.42,80.37,84,98,7.14,PH,1602816928
452,plattsburgh,44.7,-73.45,61.0,63,90,5.82,US,1602816929
453,port keats,-14.25,129.55,89.94,52,2,10.92,AU,1602816929
454,kerman,30.28,57.08,30.2,26,0,6.93,IR,1602816929
455,hanumangarh,29.58,74.32,80.08,17,37,2.98,IN,1602816929
456,monrovia,6.3,-10.8,77.86,85,74,3.78,LR,1602816857
457,saldanha,-33.01,17.94,50.0,81,65,3.36,ZA,1602816930
458,matamoros,25.53,-103.25,86.0,16,5,10.67,MX,1602816862
459,campbell river,50.02,-125.24,46.4,100,90,5.82,CA,1602816930
460,port arthur,38.8,121.27,55.4,76,75,4.47,CN,1602816930
461,kyabe,9.45,18.94,71.47,89,88,4.18,TD,1602816931
462,moses lake,47.13,-119.28,55.4,43,75,6.93,US,1602816931
463,amurzet,47.7,131.1,46.22,52,0,10.27,RU,1602816931
464,nuuk,64.18,-51.72,39.2,69,100,13.87,GL,1602816931
465,beloha,-25.17,45.05,64.98,94,32,7.9,MG,1602816931
466,lasa,46.62,10.7,44.01,76,5,6.93,IT,1602816932
467,rio real,-11.48,-37.93,67.73,97,1,5.41,BR,1602816932
468,kodinsk,58.69,99.18,28.22,93,11,9.78,RU,1602816932
469,shimoda,34.67,138.95,69.01,63,75,21.92,JP,1602816932
470,darhan,49.49,105.92,46.58,49,15,6.85,MN,1602816933
471,tamiahua,21.27,-97.45,77.7,88,0,5.14,MX,1602816933
472,tucuma,-0.18,-50.05,79.03,79,3,9.1,BR,1602816933
473,gushikawa,26.35,127.87,84.2,65,90,11.41,JP,1602816933
474,gizo,-8.1,156.84,83.79,70,64,3.69,SB,1602816933
475,polunochnoye,60.87,60.42,39.04,91,90,6.49,RU,1602816933
476,kungurtug,50.6,97.52,37.69,68,98,1.74,RU,1602816934
477,marrakesh,31.63,-8.01,57.2,71,15,3.36,MA,1602816934
478,chanika,-5.42,38.02,66.16,98,30,2.91,TZ,1602816934
479,porbandar,21.64,69.61,86.0,66,75,9.17,IN,1602816934
480,tambacounda,13.75,-13.76,79.02,76,57,6.42,SN,1602816934
481,nizwa,22.93,57.53,74.8,17,0,3.8,OM,1602816935
482,farafangana,-22.82,47.83,69.87,88,41,0.69,MG,1602816935
483,cockburn town,21.46,-71.14,83.32,79,12,16.55,TC,1602816935
484,fonte boa,-2.5,-66.27,72.23,95,100,2.33,BR,1602816936
485,kralendijk,12.15,-68.27,84.2,79,0,11.41,BQ,1602816936
486,matay,28.42,30.78,68.67,90,0,13.94,EG,1602816936
487,santa maria do suacui,-18.19,-42.41,69.94,93,100,4.0,BR,1602816787
488,kholmogory,64.22,41.66,32.0,99,40,4.47,RU,1602816936
489,damietta,31.42,31.81,73.4,83,0,4.7,EG,1602816937
490,nemuro,43.32,145.57,55.4,58,20,13.87,JP,1602816937
491,alyangula,-13.85,136.42,86.0,62,40,5.82,AU,1602816937
492,luderitz,-26.65,15.16,65.62,44,0,11.03,NA,1602816937
493,hovd,48.01,91.64,43.0,42,96,3.65,MN,1602816937
494,bandar-e lengeh,26.56,54.88,73.4,60,0,6.93,IR,1602816938
495,chimbote,-9.09,-78.58,61.88,85,16,4.83,PE,1602816938
496,si sa ket,14.83,104.33,82.99,91,95,4.59,TH,1602816938
497,yatou,37.15,122.38,66.24,53,100,10.78,CN,1602816938
498,nicoya,10.15,-85.45,74.3,89,100,1.01,CR,1602816938
499,talnakh,69.49,88.4,19.4,100,90,13.42,RU,1602816939
500,rangapara,26.82,92.65,83.44,65,0,3.24,IN,1602816939
501,menongue,-14.66,17.69,63.81,83,96,1.9,AO,1602816939
502,japura,-0.32,102.35,86.34,66,100,2.55,ID,1602816940
503,ruteng,-8.61,120.47,78.53,59,100,0.69,ID,1602816940
504,merauke,-8.47,140.33,84.47,61,73,17.78,ID,1602816940
505,san pedro,14.35,121.02,90.0,74,40,10.29,PH,1602816940
506,ayan,56.45,138.17,30.81,78,0,11.25,RU,1602816941
507,san patricio,28.02,-97.52,81.0,83,40,13.87,US,1602816941
508,kitoy,52.6,103.9,42.8,56,20,2.24,RU,1602816941
509,kriel,-26.27,29.23,54.0,90,0,2.82,ZA,1602816941
510,poum,-20.23,164.02,72.75,78,100,8.46,NC,1602816941
511,dumas,35.87,-101.97,51.01,42,1,14.99,US,1602816853
512,bay saint louis,30.31,-89.33,75.2,94,40,3.36,US,1602816942
513,zverinogolovskoye,54.46,64.85,48.24,52,99,13.78,RU,1602816942
514,itarema,-2.92,-39.92,80.01,80,32,15.77,BR,1602816942
515,atar,20.52,-13.05,86.85,23,42,7.38,MR,1602816942
516,tunceli,39.11,39.55,44.6,48,0,4.7,TR,1602816943
517,cairns,-16.92,145.77,82.4,54,75,12.75,AU,1602816943
518,urusha,54.05,122.9,35.17,77,65,8.03,RU,1602816943
519,somerset,40.57,-74.55,62.01,83,8,8.95,US,1602816943
520,sao gabriel da cachoeira,-0.13,-67.09,73.98,95,99,2.08,BR,1602816943
521,porto nacional,-10.71,-48.42,82.4,54,40,5.82,BR,1602816669
522,buala,-8.14,159.59,86.0,64,47,3.04,SB,1602816944
523,saint anthony,45.02,-93.22,42.8,52,1,4.7,US,1602816944
524,muncar,-8.43,114.33,85.24,60,43,5.5,ID,1602816944
525,vaitape,-16.52,-151.75,80.44,75,22,8.37,PF,1602816944
526,meulaboh,4.14,96.13,84.61,66,98,0.87,ID,1602816944
527,manggar,-2.88,108.27,83.52,72,100,8.61,ID,1602816945
528,les escoumins,48.11,-69.02,52.36,83,100,18.48,CA,1602816945
529,kaduqli,11.02,29.72,76.05,72,0,1.88,SD,1602816945
530,pimentel,-6.84,-79.93,62.38,87,48,10.89,PE,1602816945
531,faro,37.02,-7.93,59.0,54,60,9.17,PT,1602816742
532,tuy hoa,13.08,109.3,80.53,86,100,6.82,VN,1602816946
533,mhasla,18.13,73.12,77.72,92,87,8.95,IN,1602816946
534,chumikan,54.72,135.31,38.17,69,99,20.38,RU,1602816946
535,yeppoon,-23.13,150.73,82.4,37,40,10.29,AU,1602816946
536,praia da vitoria,38.73,-27.07,68.0,100,75,4.59,PT,1602816946
537,umba,66.69,34.34,35.76,88,70,7.49,RU,1602816947
538,noumea,-22.28,166.46,75.99,94,100,4.7,NC,1602816947
539,havoysund,71.0,24.66,37.4,93,100,13.87,NO,1602816947
